"","NoteValue","Stress","Rest","Lyrics","Break","Rhythm","OTL","COM","ARE","Bar","Position"
"16.128","12","0",".","Meek",".",0.0833333333333333,"Jefe","T.I.","Atlanta","11",0.4375
"16.129","12","1",".","Mil-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","11",0.520833333333314
"16.130","12","0",".","-ly",".",0.0833333333333333,"Jefe","T.I.","Atlanta","11",0.604166666666686
"16.131","12","0",".","a-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","11",0.6875
"16.132","12","1",".","-bout",".",0.0833333333333333,"Jefe","T.I.","Atlanta","11",0.770833333333314
"16.133","12","0",".","me",".",0.0833333333333333,"Jefe","T.I.","Atlanta","11",0.854166666666686
"16.134","12","0",".","I'm","3",0.0833333333333333,"Jefe","T.I.","Atlanta","11",0.9375
"16.136","12","1",".","so-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","12",0.0208333333333144
"16.137","12","0",".","-lid",".",0.0833333333333333,"Jefe","T.I.","Atlanta","12",0.104166666666686
"16.138","12","0",".","and",".",0.0833333333333333,"Jefe","T.I.","Atlanta","12",0.1875
"16.139","12","1",".","tho-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","12",0.270833333333314
"16.140","12","0",".","-rough",".",0.0833333333333333,"Jefe","T.I.","Atlanta","12",0.354166666666686
"16.141","12","0",".","stand",".",0.0833333333333333,"Jefe","T.I.","Atlanta","12",0.4375
"16.142","12","1",".","up",".",0.0833333333333333,"Jefe","T.I.","Atlanta","12",0.520833333333314
"16.143","12","0",".","as",".",0.0833333333333333,"Jefe","T.I.","Atlanta","12",0.604166666666686
"16.144","6","0",".","fuck",".",0.166666666666667,"Jefe","T.I.","Atlanta","12",0.770833333333314
"16.145","12","1",".","See","3",0.0833333333333333,"Jefe","T.I.","Atlanta","12",0.854166666666686
"16.146","12","0",".","these",".",0.0833333333333333,"Jefe","T.I.","Atlanta","12",0.9375
"16.148","12","1",".","nig-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","13",0.0208333333333144
"16.149","12","0",".","-gas",".",0.0833333333333333,"Jefe","T.I.","Atlanta","13",0.104166666666686
"16.150","12","0",".","I",".",0.0833333333333333,"Jefe","T.I.","Atlanta","13",0.1875
"16.151","12","1",".","just",".",0.0833333333333333,"Jefe","T.I.","Atlanta","13",0.270833333333314
"16.152","12","0",".","be",".",0.0833333333333333,"Jefe","T.I.","Atlanta","13",0.354166666666686
"16.153","12","0",".","like",".",0.0833333333333333,"Jefe","T.I.","Atlanta","13",0.4375
"16.154","12","1",".","What",".",0.0833333333333333,"Jefe","T.I.","Atlanta","13",0.520833333333314
"16.155","12","0",".","the",".",0.0833333333333333,"Jefe","T.I.","Atlanta","13",0.604166666666686
"16.156","6","0",".","fuck",".",0.166666666666667,"Jefe","T.I.","Atlanta","13",0.770833333333314
"16.157","12","1",".","Ain't","3",0.0833333333333333,"Jefe","T.I.","Atlanta","13",0.854166666666686
"16.158","12","0",".","no",".",0.0833333333333333,"Jefe","T.I.","Atlanta","13",0.9375
"16.160","12","1",".","way",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.0208333333333144
"16.161","12","0",".","in",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.104166666666629
"16.162","12","0",".","the",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.1875
"16.163","12","1",".","hell",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.270833333333314
"16.164","12","0",".","you",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.354166666666629
"16.165","12","0",".","can",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.4375
"16.166","12","1",".","fuck",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.520833333333314
"16.167","12","0",".","with",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.604166666666629
"16.168","12","0",".","us",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.6875
"16.169","12","1",".","Like","3",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.770833333333314
"16.170","12","0",".","a",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.854166666666629
"16.171","12","0",".","bad",".",0.0833333333333333,"Jefe","T.I.","Atlanta","14",0.9375
"16.173","12","1",".","bitch",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.0208333333333144
"16.174","12","0",".","with",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.104166666666629
"16.175","12","0",".","no",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.1875
"16.176","12","1",".","fur-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.270833333333314
"16.177","12","0",".","-ni-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.354166666666629
"16.178","12","0",".","-ture","2",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.4375
"16.179","12","1",".","I",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.520833333333314
"16.180","12","0",".","can't",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.604166666666629
"16.181","12","0",".","do",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.6875
"16.182","12","1",".","nun",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.770833333333314
"16.183","12","0",".","with",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.854166666666629
"16.184","12","0",".","her",".",0.0833333333333333,"Jefe","T.I.","Atlanta","15",0.9375
"16.186","12","1",".","Still","3",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.0208333333333144
"16.187","12","0",".","hit",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.104166666666629
"16.188","12","0",".","her",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.1875
"16.189","12","1",".","and",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.270833333333314
"16.190","12","0",".","them",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.354166666666629
"16.191","12","0",".","bad",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.4375
"16.192","12","1",".","bit-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.520833333333314
"16.193","12","0",".","-ches",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.604166666666629
"16.194","12","0",".","who",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.6875
"16.195","12","1",".","hung",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.770833333333314
"16.196","12","0",".","with",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.854166666666629
"16.197","12","0",".","her",".",0.0833333333333333,"Jefe","T.I.","Atlanta","16",0.9375
"16.199","12","1",".","That's","3",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.0208333333333144
"16.200","12","0",".","how",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.104166666666629
"16.201","12","0",".","I",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.1875
"16.202","12","1",".","do",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.270833333333314
"16.203","12","0",".","it",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.354166666666629
"16.204","12","0",".","can't",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.4375
"16.205","12","1",".","give",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.520833333333314
"16.206","12","0",".","you",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.604166666666629
"16.207","12","0",".","the",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.6875
"16.208","12","1",".","for-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.770833333333314
"16.209","12","0",".","-mu-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.854166666666629
"16.210","12","0",".","-la",".",0.0833333333333333,"Jefe","T.I.","Atlanta","17",0.9375
"16.212","12","1",".","Don't","3",0.0833333333333333,"Jefe","T.I.","Atlanta","18",0.0208333333333144
"16.213","12","0",".","stop",".",0.0833333333333333,"Jefe","T.I.","Atlanta","18",0.104166666666629
"16.214","12","0",".","me",".",0.0833333333333333,"Jefe","T.I.","Atlanta","18",0.1875
"16.215","12","1",".","now",".",0.0833333333333333,"Jefe","T.I.","Atlanta","18",0.270833333333314
"16.216","12","0",".","I'm",".",0.0833333333333333,"Jefe","T.I.","Atlanta","18",0.354166666666629
"16.217","12","0",".","just",".",0.0833333333333333,"Jefe","T.I.","Atlanta","18",0.4375
"16.218","12","1",".","war-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","18",0.520833333333314
"16.219","12","0",".","-min",".",0.0833333333333333,"Jefe","T.I.","Atlanta","18",0.604166666666629
"16.220","12","0",".","up",".",0.0833333333333333,"Jefe","T.I.","Atlanta","18",0.6875
"16.221","4",".","R",".",".",0.25,"Jefe","T.I.","Atlanta","18",0.9375
"16.223","12","1",".","Nig-","3",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.0208333333333144
"16.224","12","0",".","-gas",".",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.104166666666629
"16.225","12","0",".","be",".",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.1875
"16.226","12","1",".","ac-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.270833333333314
"16.227","12","0",".","-tin",".",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.354166666666629
"16.228","12","0",".","the","2",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.4375
"16.229","12","1",".","fuck",".",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.520833333333314
"16.230","12","0",".","they",".",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.604166666666629
"16.231","12","0",".","per-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.6875
"16.232","12","1",".","-for-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.770833333333314
"16.233","12","0",".","-min",".",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.854166666666629
"16.234","12","0",".","for",".",0.0833333333333333,"Jefe","T.I.","Atlanta","19",0.9375
"16.236","12","1",".","Leave","3",0.0833333333333333,"Jefe","T.I.","Atlanta","20",0.0208333333333144
"16.237","12","0",".","'em",".",0.0833333333333333,"Jefe","T.I.","Atlanta","20",0.104166666666629
"16.238","12","0",".","right",".",0.0833333333333333,"Jefe","T.I.","Atlanta","20",0.1875
"16.239","12","1",".","there",".",0.0833333333333333,"Jefe","T.I.","Atlanta","20",0.270833333333314
"16.240","12","0",".","for",".",0.0833333333333333,"Jefe","T.I.","Atlanta","20",0.354166666666629
"16.241","12","0",".","the",".",0.0833333333333333,"Jefe","T.I.","Atlanta","20",0.4375
"16.242","12","1",".","co-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","20",0.520833333333314
"16.243","12","0",".","-ro-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","20",0.604166666666629
"16.244","6","0",".","-ner",".",0.166666666666667,"Jefe","T.I.","Atlanta","20",0.770833333333314
"16.245","12","1",".","Man","3",0.0833333333333333,"Jefe","T.I.","Atlanta","20",0.854166666666629
"16.246","12","0",".","my",".",0.0833333333333333,"Jefe","T.I.","Atlanta","20",0.9375
"16.248","12","1",".","bitch",".",0.0833333333333333,"Jefe","T.I.","Atlanta","21",0.0208333333333144
"16.249","12","0",".","look",".",0.0833333333333333,"Jefe","T.I.","Atlanta","21",0.104166666666629
"16.250","12","0",".","so",".",0.0833333333333333,"Jefe","T.I.","Atlanta","21",0.1875
"16.251","12","1",".","bad",".",0.0833333333333333,"Jefe","T.I.","Atlanta","21",0.270833333333314
"16.252","12","0",".","she",".",0.0833333333333333,"Jefe","T.I.","Atlanta","21",0.354166666666629
"16.253","12","0",".","a",".",0.0833333333333333,"Jefe","T.I.","Atlanta","21",0.4375
"16.254","12","1",".","fo-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","21",0.520833333333314
"16.255","12","0",".","-reig-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","21",0.604166666666629
"16.256","6","0",".","-ner",".",0.166666666666667,"Jefe","T.I.","Atlanta","21",0.770833333333314
"16.257","12","1",".","As-","3",0.0833333333333333,"Jefe","T.I.","Atlanta","21",0.854166666666629
"16.258","12","0",".","-ton",".",0.0833333333333333,"Jefe","T.I.","Atlanta","21",0.9375
"16.260","12","1",".","Mar-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","22",0.0208333333333144
"16.261","12","0",".","-tin",".",0.0833333333333333,"Jefe","T.I.","Atlanta","22",0.104166666666629
"16.262","12","0",".","the",".",0.0833333333333333,"Jefe","T.I.","Atlanta","22",0.1875
"16.263","12","1",".","'tti-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","22",0.270833333333314
"16.264","12","0",".","-re",".",0.0833333333333333,"Jefe","T.I.","Atlanta","22",0.354166666666629
"16.265","12","0",".","is",".",0.0833333333333333,"Jefe","T.I.","Atlanta","22",0.4375
"16.266","6","1",".","for-",".",0.166666666666667,"Jefe","T.I.","Atlanta","22",0.604166666666629
"16.267","6","0",".","-mal",".",0.166666666666667,"Jefe","T.I.","Atlanta","22",0.770833333333314
"16.268","12","1",".","How","3",0.0833333333333333,"Jefe","T.I.","Atlanta","22",0.854166666666629
"16.269","12","0",".","we",".",0.0833333333333333,"Jefe","T.I.","Atlanta","22",0.9375
"16.271","12","1",".","kick",".",0.0833333333333333,"Jefe","T.I.","Atlanta","23",0.0208333333333144
"16.272","12","0",".","it",".",0.0833333333333333,"Jefe","T.I.","Atlanta","23",0.104166666666629
"16.273","12","0",".","ain't",".",0.0833333333333333,"Jefe","T.I.","Atlanta","23",0.1875
"16.274","12","1",".","shit",".",0.0833333333333333,"Jefe","T.I.","Atlanta","23",0.270833333333314
"16.275","12","0",".","'bout",".",0.0833333333333333,"Jefe","T.I.","Atlanta","23",0.354166666666629
"16.276","12","0",".","it",".",0.0833333333333333,"Jefe","T.I.","Atlanta","23",0.4375
"16.277","6","1",".","nor-",".",0.166666666666667,"Jefe","T.I.","Atlanta","23",0.604166666666629
"16.278","6","0",".","-mal",".",0.166666666666667,"Jefe","T.I.","Atlanta","23",0.770833333333314
"16.279","12","1",".","We","3",0.0833333333333333,"Jefe","T.I.","Atlanta","23",0.854166666666629
"16.280","12","0",".","Grand",".",0.0833333333333333,"Jefe","T.I.","Atlanta","23",0.9375
"16.282","12","1",".","Hu-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","24",0.0208333333333144
"16.283","12","0",".","-stle",".",0.0833333333333333,"Jefe","T.I.","Atlanta","24",0.104166666666629
"16.284","12","0",".","and",".",0.0833333333333333,"Jefe","T.I.","Atlanta","24",0.1875
"16.285","12","1",".","sche-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","24",0.270833333333314
"16.286","12","0",".","-min'",".",0.0833333333333333,"Jefe","T.I.","Atlanta","24",0.354166666666629
"16.287","12","0",".","and",".",0.0833333333333333,"Jefe","T.I.","Atlanta","24",0.4375
"16.288","12","1",".","cha-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","24",0.520833333333314
"16.289","12","0",".","-sin'",".",0.0833333333333333,"Jefe","T.I.","Atlanta","24",0.604166666666629
"16.290","12","0",".","our",".",0.0833333333333333,"Jefe","T.I.","Atlanta","24",0.6875
"16.291","4","1",".","dream",".",0.25,"Jefe","T.I.","Atlanta","24",0.9375
"16.293","4",".","R",".",".",0.25,"Jefe","T.I.","Atlanta","25",0.1875
"16.294","12","1",".","stac-","3",0.0833333333333333,"Jefe","T.I.","Atlanta","25",0.270833333333314
"16.295","12","0",".","-kin'",".",0.0833333333333333,"Jefe","T.I.","Atlanta","25",0.354166666666629
"16.296","12","0",".","that",".",0.0833333333333333,"Jefe","T.I.","Atlanta","25",0.4375
"16.297","12","1",".","pa-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","25",0.520833333333314
"16.298","6","0",".","-per",".",0.166666666666667,"Jefe","T.I.","Atlanta","25",0.6875
"16.299","12","1",".","Hea-","3",0.0833333333333333,"Jefe","T.I.","Atlanta","25",0.770833333333314
"16.300","12","0",".","-rin'",".",0.0833333333333333,"Jefe","T.I.","Atlanta","25",0.854166666666629
"16.301","12","0",".","my",".",0.0833333333333333,"Jefe","T.I.","Atlanta","25",0.9375
"16.303","12","1",".","raps",".",0.0833333333333333,"Jefe","T.I.","Atlanta","26",0.0208333333333144
"16.304","12","0",".","here",".",0.0833333333333333,"Jefe","T.I.","Atlanta","26",0.104166666666629
"16.305","12","0",".","you",".",0.0833333333333333,"Jefe","T.I.","Atlanta","26",0.1875
"16.306","12","1",".","see",".",0.0833333333333333,"Jefe","T.I.","Atlanta","26",0.270833333333314
"16.307","12","0",".","me",".",0.0833333333333333,"Jefe","T.I.","Atlanta","26",0.354166666666629
"16.308","12","0",".","you",".",0.0833333333333333,"Jefe","T.I.","Atlanta","26",0.4375
"16.309","12","1",".","see",".",0.0833333333333333,"Jefe","T.I.","Atlanta","26",0.520833333333314
"16.310","12","0",".","what",".",0.0833333333333333,"Jefe","T.I.","Atlanta","26",0.604166666666629
"16.311","12","0",".","I",".",0.0833333333333333,"Jefe","T.I.","Atlanta","26",0.6875
"16.312","4","1",".","mean",".",0.25,"Jefe","T.I.","Atlanta","26",0.9375
"16.314","4",".","R",".",".",0.25,"Jefe","T.I.","Atlanta","27",0.1875
"16.315","12","1",".","drip-","3",0.0833333333333333,"Jefe","T.I.","Atlanta","27",0.270833333333314
"16.316","12","0",".","-pin'",".",0.0833333333333333,"Jefe","T.I.","Atlanta","27",0.354166666666629
"16.317","12","0",".","that",".",0.0833333333333333,"Jefe","T.I.","Atlanta","27",0.4375
"16.318","12","1",".","fla-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","27",0.520833333333314
"16.319","6","0",".","-vor",".",0.166666666666667,"Jefe","T.I.","Atlanta","27",0.6875
"16.320","12","1",".","Fuck","3",0.0833333333333333,"Jefe","T.I.","Atlanta","27",0.770833333333314
"16.321","12","0",".","nig-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","27",0.854166666666629
"16.322","12","0",".","-gas",".",0.0833333333333333,"Jefe","T.I.","Atlanta","27",0.9375
"16.324","12","1",".","ha-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.0208333333333144
"16.325","12","0",".","-ter",".",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.104166666666629
"16.326","12","0",".","but","2",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.1875
"16.327","12","1",".","try",".",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.270833333333314
"16.328","12","0",".","me",".",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.354166666666629
"16.329","12","0",".","I",".",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.4375
"16.330","12","1",".","split",".",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.520833333333314
"16.331","12","0",".","that",".",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.604166666666629
"16.332","12","0",".","po-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.6875
"16.333","12","1",".","-ta-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.770833333333314
"16.334","12","0",".","-to",".",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.854166666666629
"16.335","12","0",".","then","2",0.0833333333333333,"Jefe","T.I.","Atlanta","28",0.9375
"16.337","12","1",".","go",".",0.0833333333333333,"Jefe","T.I.","Atlanta","29",0.0208333333333144
"16.338","12","0",".","sit",".",0.0833333333333333,"Jefe","T.I.","Atlanta","29",0.104166666666629
"16.339","12","0",".","and",".",0.0833333333333333,"Jefe","T.I.","Atlanta","29",0.1875
"16.340","12","1",".","eat",".",0.0833333333333333,"Jefe","T.I.","Atlanta","29",0.270833333333314
"16.341","12","0",".","with",".",0.0833333333333333,"Jefe","T.I.","Atlanta","29",0.354166666666629
"16.342","12","0",".","the",".",0.0833333333333333,"Jefe","T.I.","Atlanta","29",0.4375
"16.343","12","1",".","ma-",".",0.0833333333333333,"Jefe","T.I.","Atlanta","29",0.520833333333314
"16.344","6","0",".","-yor",".",0.166666666666667,"Jefe","T.I.","Atlanta","29",0.6875
"16.345","12","1",".","Ski-","3",0.0833333333333333,"Jefe","T.I.","Atlanta","29",0.770833333333314
"16.346","12","0",".","-in'",".",0.0833333333333333,"Jefe","T.I.","Atlanta","29",0.854166666666629
"16.347","12","0",".","in",".",0.0833333333333333,"Jefe","T.I.","Atlanta","29",0.9375
"16.349","4","1",".","Vail",".",0.25,"Jefe","T.I.","Atlanta","30",0.1875
